##### CHiCAGO peak matrix: Full release of merged samples - 12 April 2015
##### Unpublished data produced by the members of the Peter Fraser, Mikhail Spivakov and Willem Ouwehand labs. 
##### Seek agreement from these PIs before sharing or publishing results based on this dataset: peter.fraser@babraham.ac.uk; mikhail.spivakov@babraham.ac.uk; who1000@cam.ac.uk.
##### Suggested peak score cutoff: 5. 
##### Contact Mikhail with any technical queries regarding this data.
baitChr	baitStart	baitEnd	baitID	baitName	oeChr	oeStart	oeEnd	oeID	oeName	dist	Monocytes	Macrophages_M0	Macrophages_M1	Macrophages_M2	Neutrophils	Megakaryocytes	Endothelial_precursors	Erythroblasts	Foetal_thymus	Naive_CD4	Total_CD4_MF	Total_CD4_Activated	Total_CD4_NonActivated	Naive_CD8	Total_CD8	Naive_B	Total_B
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	850619	874081	220	AL645608.1;RP11-54O7.3;SAMD11	22319	25.5465679105014	23.1552423883082	37.5487280828996	34.2516228390872	28.2293866333124	25.4329063090307	36.9483228692508	30.4394201689412	13.4832147246969	11.8032695872144	26.7897908943447	11.2517812208312	13.0243895499638	20.7260360866038	20.4969874759968	14.1596546965918	14.8452299904824
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	874082	876091	221	.	35055	1.93228468639624	2.56439166855171	3.35832960953219	5.71781390625809	0.610967942588545	1.58881606916046	3.4487280264009	1.8719919279133	0.887231881369446	0.459330395938111	1.95896718272313	0.459132392236852	0.808471646512836	0.985252844172257	1.44004824617697	0.399504574732776	0.892454696469067
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	56501	4.92356508877905	4.10863780276095	7.95191424258896	6.67100364028254	1.17403563535694	4.10809950944708	5.5704135517231	3.20890617277731	1.9950819605042	2.80478364273435	5.39252321200808	2.57999302089654	4.1352263052192	3.69829715449806	3.03941508666268	1.30051276658696	2.79496716119577
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	903641	927394	224	C1orf170;PLEKHN1	75486	5.05024811682171	4.46056127181517	7.55274568483025	5.76434097597794	1.38086678794133	3.26110508356071	5.31446634983579	4.7459001438327	2.12365103441838	3.18449816361427	4.80853619861617	3.61682722105978	2.56785725673803	8.14891311290246	5.26392207249727	2.85027486343664	4.66582085120164
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	1206874	1212438	254	RP5-902P8.10;UBE2J2	369625	3.95344923709904	3.05342972692307	5.9266242722129	4.150801828427	0.705195645656159	1.92373630753447	4.26918359263104	1.51009840710612	0.728922297712605	2.30806186405942	2.47644450627396	3.53054817303909	4.26835821053397	3.59765758511374	1.96913723097127	2.16256176269305	3.60529888022249
1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	1	1239426	1278099	257	ACAP3;CPSF3L;GLTPD1;PUSL1;RP5-890O3.9;TAS1R3	418731	0.0609499671511617	2.05386132479862	0.618138347628004	0.913792765770951	1.62371231175963	0.0954144429114292	5.31410964122625	2.40994217190278	0.972473318644208	2.07557541736959	1.63463813746841	2.64461892923435	1.31022047951012	0.26139793916709	1.07865712506174	0.0908178611310335	1.93304679521667
1	848169	850618	219	RP11-54O7.2	1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	47139	1.95780472356911	2.87996140461882	4.74844736581969	5.27596935457139	0.433936561147632	2.68069442709332	5.01960999839912	2.04893006604109	1.04720829957036	2.5184063725719	1.94425301797706	2.23327976396898	1.83644096649833	2.01657899533645	1.94655320961831	1.90149690412426	1.78123015793757
1	848169	850618	219	RP11-54O7.2	1	1206874	1212438	254	RP5-902P8.10;UBE2J2	360263	1.91971022265115	3.92075863632989	5.71957846544495	6.54820699226374	0.928735904707769	3.20445753800102	5.0826684470643	2.26958035579227	0.808619264326322	1.38230423636799	1.23009079073801	2.13295683203291	1.18684976149378	2.48128422799267	1.70471424552933	2.41533995451537	2.28287730250189
1	850619	874081	220	AL645608.1;RP11-54O7.3;SAMD11	1	831895	848168	218	RP11-54O7.16;RP11-54O7.1	-22318	4.37697030412869	3.95066335409255	5.29951808521934	5.06466787137212	11.8011971873855	8.35859709196577	7.44005661835203	4.91561630104706	2.4586588297355	2.08996809569895	3.36091426288461	3.94424093883141	3.59530465389299	2.58818742921796	5.04367755002322	4.32599501244332	2.69629284133071
1	850619	874081	220	AL645608.1;RP11-54O7.3;SAMD11	1	1150970	1156235	251	.	291253	3.24163481290297	3.30384185617763	2.05903373238519	0.69007974977194	6.02741223187956	3.47828107832141	2.51517347623229	6.61032317949792	1.23318597299276	3.88815679639898	1.69456914348418	2.59236887912869	2.05738778189903	3.37120148324647	1.45503635087532	4.25974505705491	1.73133736211526
1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	1	848169	850618	219	RP11-54O7.2	-47138	1.89402888975691	3.14026468591312	3.80516585456309	3.13570453082321	0.270309403197416	4.22039574718462	5.14571530507675	3.77262826470061	1.34090917078052	2.38069160068639	3.48082189314281	3.12029969311212	2.09915910863778	3.82261203867698	3.00663909748159	2.0130457428091	2.23678191828029
1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	1	1206874	1212438	254	RP5-902P8.10;UBE2J2	313124	3.61386945206059	6.05404191630651	7.59531898995055	3.65044634568831	2.52517652381299	6.02168184052254	7.28548407139083	4.60163792020999	3.18343973611633	5.9145302770317	3.24417761942796	6.46178291434168	3.71477705293599	4.39754056296296	3.81127950448274	4.66999235492192	3.91633020751059
1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	1	1305519	1307830	260	.	410143	0.918320395287641	1.97397725625068	0.394144140697285	0.0965641228600536	1.66366075407957	1.19791747108968	0.784645828838546	4.38955884210834	1.81224948362116	1.01545464759569	1.46510164632558	4.3825520010064	2.60329859156274	5.33121190561289	1.57747524024788	1.94377071986194	2.01082624580806
1	889424	903640	223	KLHL17;NOC2L;PLEKHN1	1	1426922	1428709	277	.	531284	0.0528247524680294	1.05733004796835	0	0.0189499059517475	0.132939109967279	0.631086686633979	0	0.699309145910541	0.877741613323416	0.738119135141855	1.16403188523441	6.34219417848188	0.722548286769805	2.97153529166679	1.26145051927499	1.00626399793507	1.90267734315495
1	903641	927394	224	C1orf170;PLEKHN1	1	1000704	1005126	233	.	87398	3.19308910838881	5.43811787585618	3.70335339208167	2.63054248541559	5.44281568240539	4.44128244353533	7.78554841699381	4.36552984930457	2.88568688979554	4.09203703843226	3.86316483039251	2.54918859158915	4.01837308341962	4.58478615482282	4.30833209574883	2.20857498190234	2.33990568476812
1	903641	927394	224	C1orf170;PLEKHN1	1	1048248	1049051	238	.	133132	2.66501638617858	4.08438051955316	4.20388797836471	5.6585894022707	3.62684186966742	3.0469052591439	8.82660664629327	2.24061122586677	3.205237711699	3.45055419289053	2.79887257282491	3.82871147799843	3.73131239445584	4.38588448961671	2.85762951138652	3.29676089815059	1.90744281607127
1	903641	927394	224	C1orf170;PLEKHN1	1	1062660	1064244	240	.	147935	1.81509524814525	3.12854175378069	3.09447606434942	4.7871640631001	1.92515485685553	2.24180584505013	6.42996264786049	5.42928679269258	1.36126458995055	3.63906157325136	2.07590622226228	2.78182915396396	2.04408390978008	3.41082745126794	2.51238293265744	2.49718972969909	1.49425748534671
1	903641	927394	224	C1orf170;PLEKHN1	1	1064245	1069045	241	.	151128	1.87324400133091	2.84144709891865	2.65528328818351	2.91442290248998	4.47840033492591	3.87532873304829	6.63277143291822	1.98392400587466	2.17753143856865	2.31653083722688	2.31559450650822	2.87255469054486	3.02496003216059	2.66230616438416	3.1075883868264	1.39073997019606	1.18751811411193
1	903641	927394	224	C1orf170;PLEKHN1	1	1126526	1150969	250	TNFRSF18;TNFRSF4	223230	0.475436394886642	0.770354243228002	1.3028310802954	1.76056293153277	1.13894162237393	1.67303536098296	2.6260321021241	5.18781965184846	1.05848198774537	0.759610129536843	0.287732375168237	1.95519750560409	0.716465958237808	1.02364029036132	0.469050194906338	1.03293422305815	0.657188303144106
1	903641	927394	224	C1orf170;PLEKHN1	1	1150970	1156235	251	.	238085	3.63334242849801	4.95693451098672	5.52637454052875	5.24052457331923	7.71565259777667	4.62212188338651	7.72437034598773	8.23652389551425	2.49997414822093	7.04055432896129	4.14572027430685	5.14135171109293	4.20595011095821	6.73241835271976	3.83197084550768	5.65514877216528	3.06175112284286
